Name,Sorting Name,Age Rating,Categories,Description,Developers,Publishers,Favorite,Hidden,Features,Game Id,Genres,Install size,Release Date,Added,Last Played,Date Modified,Recent Activity,Platforms,Play Count,Time Played,Sources,Series,Tags,Community Score,Critic Score,User Score,Id
Destiny 2,Destiny 02,PEGI 16,,"<p class=""bb_paragraph"">Dive into the world of Destiny 2 to explore the mysteries of the solar system and experience responsive first-person shooter combat. Unlock powerful elemental abilities and collect unique gear to customize your Guardian's look and playstyle. Enjoy Destiny 2’s cinematic story, challenging co-op missions, and a variety of PvP modes alone or with friends. Download for free today and write your legend in the stars. </p><h2 class=""bb_tag"">An Immersive Story</h2><p class=""bb_paragraph"">You are a Guardian, defender of the Last City of humanity in a solar system under siege by infamous villains. Look to the stars and stand against the darkness. Your legend begins now. </p><h2 class=""bb_tag"">Guardian Classes</h2><p class=""bb_paragraph"">Choose from the armored Titan, mystic Warlock, or swift Hunter. </p><p class=""bb_paragraph""><strong><u>Titan</u></strong> </p><p class=""bb_paragraph"">Disciplined and proud, Titans are capable of both aggressive assaults and stalwart defenses. Set your hammer ablaze, crack the sky with lightning, and go toe-to-toe with any opponent. Your team will stand tall behind the strength of your shield. </p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><strong><u>Warlock</u></strong> </p><p class=""bb_paragraph"">Warlocks weaponize the mysteries of the universe to sustain themselves and destroy their foes. Rain devastation on the battlefield and clear hordes of enemies in the blink of an eye. Those who stand with you will know the true power of the Light.</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><u><strong>Hunter</strong></u> </p><p class=""bb_paragraph"">Agile and daring, Hunters are quick on their feet and quicker on the draw. Fan the hammer of your golden gun, flow through enemies like the wind, or strike from the darkness. Find the enemy, take aim, and end the fight before it starts. </p><h2 class=""bb_tag"">Cooperative and Competitive Multiplayer</h2><p class=""bb_paragraph"">Play with or against your friends and other Guardians in various PvE and PvP game modes. </p><p class=""bb_paragraph""><strong><u>Cooperative Multiplayer</u></strong> </p><p class=""bb_paragraph"">Exciting co-op adventures teeming await with rare and powerful rewards. Dive into the story with missions, quests, and patrols. Put together a small fireteam and secure the chest at the end of a quick Strike. Or test your team's skill with countless hours of raid progression – the ultimate challenge for any fireteam. You decide where your legend begins. </p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><strong><u>Competitive Multiplayer</u></strong> </p><p class=""bb_paragraph"">Face off against other players in fast-paced free-for-all skirmishes, team arenas, and PvE/PvP hybrid competitions. Mark special competitions like Iron Banner on your calendar and collect limited-time rewards before they're gone. </p><h2 class=""bb_tag"">Exotic Weapons and Armor</h2><p class=""bb_paragraph"">Thousands of weapons, millions of options. Discover new gear combinations and define your own personal style. The hunt for the perfect arsenal begins.</p>",Bungie,Activision,FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer, Single Player",1085660,"Adventure, Role-playing (RPG), Shooter",,06/09/2017,17/06/2025 23:53,05/10/2023 00:23,17/06/2025 23:56,17/06/2025 23:53,,0,482400,Steam,Destiny,,75,82,2,59615acd-e827-432b-9def-996cef6bdf39
EA SPORTS FC™ 24,,PEGI 3,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2195250/extras/EA_GLO_STEAM_FC24_A+_BLADES_EN.jpg?t=1749141175"" /><br><br>This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items.<br>FC Points not available in Belgium.","EA Romania, EA Vancouver",EA Sports,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",2195250,"Simulator, Sport",,29/09/2023,17/06/2025 23:53,24/12/2023 23:24,17/06/2025 23:57,17/06/2025 23:53,,0,345300,Steam,EA Sports FC,,60,66,2,43315e94-5b49-4500-97c5-5398a0d5dc49
Call of Duty Ghosts,,PEGI 16,,"Call of Duty: Ghosts takes place following a catastrophic event that changed the global balance of powers in the world. As a result, the United States is no longer recognized as a superpower. Ten years after the event, an unseen enemy emerges as a threat, but the remnants of US special forces from every branch came together to create an elite group of soldiers known as the ""Ghosts"", who are determined to eradicate all threats to protect the weak and the remains of America.","Infinity Ward, Neversoft Entertainment, Raven Software, Treyarch",Activision,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",CUSA00025_00,Shooter,,05/11/2013,18/06/2025 00:07,29/07/2016 13:02,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 4,175,224404,PlayStation,Call of Duty,,65,74,3,77229501-78ae-40bd-ab3e-79ca32d77187
Call of Duty: Black Ops III,Call of Duty: Black Ops 03,PEGI 18,,"Call of Duty®: Black Ops III Zombies Chronicles Edition includes the full base game and the Zombies Chronicles content expansion.<br />
<br />
Call of Duty: Black Ops III combines three unique game modes: Campaign, Multiplayer, and Zombies, providing fans with the deepest and most ambitious Call of Duty ever.<br />
<br />
The Zombies Chronicles content expansion delivers 8 remastered classic Zombies maps from Call of Duty®: World at War, Call of Duty®: Black Ops and Call of Duty®: Black Ops II. Complete maps from the original saga are fully remastered and HD playable within Call of Duty®: Black Ops III.",Treyarch,Activision,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player, Split Screen",311210,"Adventure, Shooter",,06/11/2015,17/06/2025 23:53,01/04/2018 23:17,17/06/2025 23:57,17/06/2025 23:53,,0,217380,Steam,"Call of Duty, Call of Duty: Black Ops",,67,77,,54031e8c-75a4-4525-a489-d0d2bf803f6b
7 Days to Die,,PEGI 18,,"<p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251570/extras/7Days_AboutThisGame_Banner.png?t=1749691592"" /></p><h2 class=""bb_tag""><strong>HOW LONG WILL YOU SURVIVE?</strong></h2><p class=""bb_paragraph"">With over 20 million copies sold, 7 Days has defined the survival genre, with unrivaled crafting and world-building content. Set in a brutally unforgiving post-apocalyptic world overrun by the undead, 7 Days is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. It presents combat, crafting, looting, mining, exploration, and character growth, in a way that has seen a rapturous response from fans worldwide. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!  </p><p class=""bb_paragraph""> </p><h2 class=""bb_tag""><strong>GAME FEATURES</strong></h2><ul class=""bb_ul""><li><p class=""bb_paragraph""><strong>Explore</strong> - Huge, unique and rich environments, offering the freedom to play the game any way you want, featuring 5 unique biomes and worlds up to 100 square kilometers in size.</p></li><li><p class=""bb_paragraph""><strong>Craft</strong> – Handcraft and repair weapons, clothes, armor, tools, vehicles, and more with over 500 recipes. Learn more powerful recipes by finding schematics.</p></li><li><p class=""bb_paragraph""><strong>Build</strong> – Design your fort to include traps, electric power, auto turrets, automated doors, gadgets and defensive positions to survive the undead in a fully destructible and moldable world.</p></li><li><p class=""bb_paragraph""><strong>Cooperate or Compete</strong> – Work together to build settlements or against each other raiding other player’s bases, it’s really up to you in a wasteland where zombies and outlaws rule the land.</p></li><li><p class=""bb_paragraph""><strong>Create</strong> – Unleash your creativity with access to over 800 in-game items, and over 1,300 unique building blocks and a painting system that offers infinite possibilities.</p></li><li><p class=""bb_paragraph""><strong>Improve</strong> – Increase your skills with a multitude of perks under 5 main attributes. Gain additional skills by reading over 100 books. 7 Days to Die is the only true survival RPG.</p></li><li><p class=""bb_paragraph""><strong>Choose</strong> – Play the campaign world, or dive back in a randomly-generated world with cities, towns, lakes, mountains, valleys, roads, caves and over 700 unique locations.</p></li><li><p class=""bb_paragraph""><strong>Combat</strong> – Encounter nearly 60 unique zombie archetypes including special infected with unique behaviors and attacks progressing in difficulty to provide an infinite challenge.</p></li><li><p class=""bb_paragraph""><strong>Survive</strong> – Experience real hardcore survival mechanics with nearly 50 buffs, boosts and ailments that will impact the gameplay in ways that can both challenge and aid in your survival.</p></li><li><p class=""bb_paragraph""><strong>Destroy </strong> – Buildings and terrain formations can collapse under their own weight from structural damage or poor building design with real structural stability.</p></li><li><p class=""bb_paragraph""><strong>Loot </strong> – Scavenge the world for the best weapons, tools, and armor with 6 quality ranges providing thousands of permutations. Augment items with a multitude of mods.</p></li><li><p class=""bb_paragraph""><strong>Quest </strong> – Meet several Trader NPCs who buy and sell goods and offer quest jobs for rewards. Enjoy many unique quest types supported by over 700 locations.</p></li><li><p class=""bb_paragraph""><strong>Customize</strong> – Create your own character and customize your character further in-game with a huge selection of clothing and armor you can craft or loot in the world.</p></li><li><p class=""bb_paragraph""><strong>Drive</strong> – Enjoy the badass vehicle system where you find all the parts, learn the recipes, craft and customize your own bicycle, minibike, motorcycle, 4x4 or gyrocopters and ride with friends.</p></li><li><p class=""bb_paragraph""><strong>Farm or Hunt </strong> – Plant and grow gardens for sustainable resources or head out into the wilderness and hunt over a dozen unique wild animals.</p></li></ul>",The Fun Pimps,"Telltale Games, The Fun Pimps",FALSE,FALSE,"Co-Operative, Multiplayer, Single Player, Split Screen",251570,"Adventure, Indie, Role-playing (RPG), Shooter, Simulator, Strategy",,25/07/2024,17/06/2025 23:53,20/07/2023 01:17,17/06/2025 23:55,17/06/2025 23:53,,0,206580,Steam,,,72,36,2,be00cc75-6cc0-4423-a506-08269a7ea0b4
Grand Theft Auto V Legacy,Grand Theft Auto 05 Legacy,PEGI 18,,"When a young street hustler, a retired bank robber and a terrifying psychopath find themselves entangled with some of the most frightening and deranged elements of the criminal underworld, the U.S. government and the entertainment industry, they must pull off a series of dangerous heists to survive in a ruthless city in which they can trust nobody, least of all each other.<br />
 <br />
Grand Theft Auto V for PC offers players the option to explore the award-winning world of Los Santos and Blaine County in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second. <br />
 <br />
The game offers players a huge range of PC-specific customization options, including over 25 separate configurable settings for texture quality, shaders, tessellation, anti-aliasing and more, as well as support and extensive customization for mouse and keyboard controls. Additional options include a population density slider to control car and pedestrian traffic, as well as dual and triple monitor support, 3D compatibility, and plug-and-play controller support.  <br />
 <br />
Grand Theft Auto V for PC also includes Grand Theft Auto Online, with support for 30 players and two spectators. Grand Theft Auto Online for PC will include all existing gameplay upgrades and Rockstar-created content released since the launch of Grand Theft Auto Online, including Heists and Adversary modes.<br />
 <br />
The PC version of Grand Theft Auto V and Grand Theft Auto Online features First Person Mode, giving players the chance to explore the incredibly detailed world of Los Santos and Blaine County in an entirely new way.<br />
 <br />
Grand Theft Auto V for PC also brings the debut of the Rockstar Editor, a powerful suite of creative tools to quickly and easily capture, edit and share game footage from within Grand Theft Auto V and Grand Theft Auto Online. The Rockstar Editor’s Director Mode allows players the ability to stage their own scenes using prominent story characters, pedestrians, and even animals to bring their vision to life. Along with advanced camera manipulation and editing effects including fast and slow motion, and an array of camera filters, players can add their own music using songs from GTAV radio stations, or dynamically control the intensity of the game’s score. Completed videos can be uploaded directly from the Rockstar Editor to YouTube and the Rockstar Games Social Club for easy sharing.  <br />
 <br />
Soundtrack artists The Alchemist and Oh No return as hosts of the new radio station, The Lab FM. The station features new and exclusive music from the production duo based on and inspired by the game’s original soundtrack. Collaborating guest artists include Earl Sweatshirt, Freddie Gibbs, Little Dragon, Killer Mike, Sam Herring from Future Islands, and more. Players can also discover Los Santos and Blaine County while enjoying their own music through Self Radio, a new radio station that will host player-created custom soundtracks.",Rockstar North,"Rockstar Games, Take-Two Interactive",TRUE,FALSE,"Co-Operative, Multiplayer, Single Player",271590,"Adventure, Racing, Shooter",1.22582E+11,17/09/2013,17/06/2025 23:53,13/09/2024 17:32,17/06/2025 23:55,17/06/2025 23:53,PC (Windows),0,183780,Steam,Grand Theft Auto,,89,88,,ba0d74e3-816a-4432-9cd4-46d2e25acd8d
Rocket League,,PEGI 3,,"Rocket League is a high-powered hybrid of arcade-style soccer and vehicular mayhem with easy-to-understand controls and fluid, physics-driven competition. Rocket League includes casual and competitive Online Matches, a fully-featured offline Season Mode, special “Mutators” that let you change the rules entirely, hockey and basketball-inspired Extra Modes, and more than 500 trillion possible cosmetic customization combinations.",Psyonix,Psyonix,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player, Split Screen",CUSA01433_00,"Indie, Racing, Sport",,06/07/2015,18/06/2025 00:07,30/09/2016 22:21,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 4,58,171494,PlayStation,Supersonic Acrobatic Rocket-Powered Battle-Cars,,82,89,,55249b8c-e7e6-43e8-990a-eb3ad9810146
Ratchet & Clank,,PEGI 7,,"Ratchet & Clank is a new game based on elements from the original Ratchet & Clank (PS2), featuring more than an hour of new cinematics (including footage from the film) in vibrant 1080p, new locations, weapons, bosses and more. Join Ratchet, Clank, Captain Qwark and new friends as they embark on an intergalactic adventure, and experience the start of an epic friendship (again) on PlayStation 4.",Insomniac Games,Sony Interactive Entertainment,FALSE,FALSE,Single Player,CUSA01928_00,"Adventure, Platform, Shooter",,12/04/2016,18/06/2025 00:07,19/02/2020 15:20,18/06/2025 00:07,18/06/2025 00:07,Sony PlayStation 4,34,169459,PlayStation,Ratchet & Clank,,80,84,3,bab9b303-dd77-4ecc-9139-2bc39c76e4af
NieR:Automata™,,PEGI 18,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524220/extras/Nier_PRE_Launch-ENG_UK_Multi_06_Mod.jpg?t=1745222701"" /><br>NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.<br><br>Humanity has been driven from the Earth by mechanical beings from another world. In a final effort to take back the planet, the human resistance sends a force of android soldiers to destroy the invaders. Now, a war between machines and androids rages on... A war that could soon unveil a long-forgotten truth of the world.<br><br>Key Features:<br><ul class=""bb_ul""><li><strong>Action-Packed Battles</strong> – Players will switch between using melee and ranged attacks in battle against hordes of enemies and challenging bosses across a variety of open field maps. The tight controls and incredibly fluid combat are simple to learn for newcomers while offering plenty of depth for more experienced action gamers. Players can perform high-speed battle actions—combining light and heavy attacks—and switch through an arsenal of weaponry while evading enemies with speed and style. <br></li><li><strong>Beautifully Desolate Open-World</strong> – The game seamlessly joins together hauntingly beautiful vistas and locations with no area loading. The environments are rendered in 60fps and contain a wealth of sub-events in addition to the main storyline. <br></li><li><strong>Masterfully Crafted Story and Characters</strong> – NieR: Automata tells the story of androids 2B, 9S and A2 and their ferocious battle to reclaim a machine-driven dystopia overrun by powerful weapons known as machine lifeforms.<br></li><li><strong>Elements of an RPG</strong> – Players will obtain a variety of weapon types, level up in battle, learn new combat skills, and customise a loadout that caters to their playstyle.<br></li><li><strong>Utilise the Pod Support System to Assist In and Outside of Battle</strong> – Pods can attack the enemy in both manual and lock-on modes. They can also assist outside of battle, such as allowing the player to glide through the air. Pods can be enhanced throughout the game, with upgrades including new attack methods and variations.<br></li><li><strong>“Auto Mode” Available for Beginners </strong>– Novice players can elect “Auto Mode” for easy attacks and evasions.</li></ul>","PlatinumGames, Square Enix Business Division 6",Square Enix,FALSE,FALSE,Single Player,524220,"Hack and slash/Beat 'em up, Role-playing (RPG)",,23/02/2017,17/06/2025 23:53,07/06/2020 03:01,17/06/2025 23:54,17/06/2025 23:53,,0,158700,Steam,NieR,,91,86,4,fc7182fb-830e-4f14-b466-2b43c037d673
TERA,,PEGI 12,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/212740/extras/TERA_GIF1.jpg?t=1656918215"" /><h2 class=""bb_tag"">TERA – Fantasy, MMORPG, Strategy and Skill!</h2><br>Get ready for the action-packed challenge of your life in TERA! Your adventures in this breathtaking universe will push the very boundaries of the genre. With its True Action Combat system, you need to aim and dodge to cast spells, land your attacks and avoid taking damage. Timing and tactics are key to victory in this game!<br><br>Make your mark on a stunningly beautiful world, entering into epic battles with your teammates, assuming the role of a raging Berserker, a vengeful Reaper or a benevolent Priest. Join your friends to take down BAMs – Big Ass Monsters – who are as bloodthirsty and powerful as they are massive. Explore countless multiplayer dungeons, huge battlegrounds, or delve into open world PvP with an array of seven races and 13 classes to choose from.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/212740/extras/TERA_GIF3.jpg?t=1656918215"" /><h2 class=""bb_tag"">This is TERA:</h2><ul class=""bb_ul""><li>Put your skills to the test with the dynamic True Action Combat system<br></li><li>Choose your character from the selection of seven races and 13 classes<br></li><li>Make a name for yourself in heroic battles against other players and BAMs<br></li><li>Explore a rich world in stunning graphical quality<br></li><li>Become a master artisan and hone your gear to perfection</li></ul>",Bluehole Studio,"En Masse Entertainment, Gameforge, Nexon, NHN PlayArt",FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer",212740,"Adventure, Role-playing (RPG)",,25/01/2011,17/06/2025 23:53,23/10/2017 12:02,17/06/2025 23:55,17/06/2025 23:53,,0,149280,Steam,,,68,73,2,ca37193b-e37a-44b7-b08f-26b4e403c68b
Terraria,,PEGI 12,,"Dig, Fight, Explore, Build:  The very world is at your fingertips as you fight for survival, fortune, and glory.   Will you delve deep into cavernous expanses in search of treasure and raw materials with which to craft ever-evolving gear, machinery, and aesthetics?   Perhaps you will choose instead to seek out ever-greater foes to test your mettle in combat?   Maybe you will decide to construct your own city to house the host of mysterious allies you may encounter along your travels? <br><br>In the World of Terraria, the choice is yours!<br><br>Blending elements of classic action games with the freedom of sandbox-style creativity, Terraria is a unique gaming experience where both the journey and the destination are completely in the player’s control.   The Terraria adventure is truly as unique as the players themselves!  <br><br>Are you up for the monumental task of exploring, creating, and defending a world of your own?  <br><br>							<strong>Key features:</strong><br>							<ul class=""bb_ul""><li>Sandbox Play<br>							</li><li> Randomly generated worlds<br>							</li><li>Free Content Updates<br>							</li></ul>",Re-Logic,"505 Games, Headup Games, Re-Logic",FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",105600,"Adventure, Indie, Platform, Role-playing (RPG), Simulator, Strategy",734474240,16/05/2011,17/06/2025 23:53,25/05/2023 01:59,17/06/2025 23:58,17/06/2025 23:53,PC (Windows),0,123540,Steam,Terraria,,82,81,4,973995da-8a1e-45a5-a66b-320de070dc8c
Cuphead,,PEGI 7,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/268910/extras/cuphead_game_about_header_optimized.gif?t=1709068852"" /><br>Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.<br><br>Play as Cuphead or Mugman (in single player or local co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets while you try to pay your debt back to the devil!",Studio MDHR,Studio MDHR,TRUE,FALSE,"Co-Operative, Multiplayer, Single Player",268910,"Adventure, Arcade, Indie, Platform, Shooter",4046295040,29/09/2017,17/06/2025 23:53,23/11/2024 16:13,17/06/2025 23:56,17/06/2025 23:53,PC (Windows),0,111060,Steam,,,85,87,4,8ec12dcd-092b-4827-bcc3-c13b21da11c7
Monster Hunter: World,,PEGI 16,,"Welcome to a new world! Take on the role of a hunter and slay ferocious monsters in a living, breathing ecosystem where you can use the landscape and its diverse inhabitants to get the upper hand. Hunt alone or in co-op with up to three other players, and use materials collected from fallen foes to craft new gear and take on even bigger, badder beasts!<h2 class=""bb_tag""><strong>INTRODUCTION</strong></h2><strong>Overview</strong><br><strong>Battle gigantic monsters in epic locales.</strong><br><br>As a hunter, you'll take on quests to hunt monsters in a variety of habitats.<br>Take down these monsters and receive materials that you can use to create stronger weapons and armor in order to hunt even more dangerous monsters.<br><br>In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_introduction.jpg?t=1734656748"" /><br><br><strong>Setting</strong><br>Once every decade, elder dragons trek across the sea to travel to the land known as the New World in a migration referred to as the Elder Crossing.<br><br>To get to the bottom of this mysterious phenomenon, the Guild has formed the Research Commission, dispatching them in large fleets to the New World.<br><br>As the Commission sends its Fifth Fleet in pursuit of the colossal elder dragon, Zorah Magdaros, one hunter is about to embark on a journey grander than anything they could have ever imagined.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_story.jpg?t=1734656748"" /><h2 class=""bb_tag""><strong>ECOSYSTEM</strong></h2><strong>A World That Breathes Life</strong><br>There are various locations teeming with wildlife. Expeditions into these locales are bound to turn up interesting discoveries.<h2 class=""bb_tag""><strong>HUNTING</strong></h2><strong>A Diverse Arsenal, and an Indispensable Partner</strong><br>Your equipment will give you the power to need to carve out a place for yourself in the New World.<br><br><strong>The Hunter's Arsenal</strong><br>There are fourteen different weapons at the hunter's disposal, each with its own unique characteristics and attacks. Many hunters acquire proficiency in multiple types, while others prefer to attain mastery of one.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_hunters.jpg?t=1734656748"" /><br><br><strong>Scoutflies</strong><br>Monster tracks, such as footprints and gashes, dot each locale. Your Scoutflies will remember the scent of a monster and guide you to other nearby tracks. And as you gather more tracks, the Scoutflies will give you even more information.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_shirubemushi_s.jpg?t=1734656748"" /><br><br><strong>Slinger</strong><br>The Slinger is an indispensable tool for a hunter, allowing you to arm yourself with stones and nuts that can be gathered from each locale.<br>From diversion tactics to creating shortcuts, the Slinger has a variety of uses, and allows you to hunt in new and interesting ways.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_slinger_s.jpg?t=1734656748"" /><br><br><strong>Specialized Tools</strong><br>Specialized tools activate powerful effects for a limited amount of time, and up to two can be equipped at a time. Simple to use, they can be selected and activated just like any other item you take out on a hunt.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_specialTool_s.jpg?t=1734656748"" /><br><br><strong>Palicoes</strong><br>Palicoes are hunters' reliable comrades out in the field, specialized in a variety of offensive, defensive, and restorative support abilities.<br>The hunter's Palico joins the Fifth Fleet with pride, as much a bona fide member of the Commission as any other hunter.<br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582010/extras/MHW_otomo.jpg?t=1734656748"" />",Capcom,Capcom,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",582010,"Adventure, Role-playing (RPG)",,26/01/2018,17/06/2025 23:53,25/09/2020 00:52,17/06/2025 23:56,17/06/2025 23:53,,0,110220,Steam,Monster Hunter,,85,93,3,8acd33fb-9e70-4e48-8000-15086dcf2da8
